Date_SingleModel,Home_SingleModel,Away_SingleModel,ActualWinner_SingleModel,PredictedWinner_SingleModel,ActualSpread_SingleModel,PredictedSpread_SingleModel,SpreadError_SingleModel,Correct_SingleModel,HomePoints_SingleModel,AwayPoints_SingleModel,PredictedHomePoints_SingleModel,PredictedAwayPoints_SingleModel,Date_monthBatchRetrain,Home_monthBatchRetrain,Away_monthBatchRetrain,ActualWinner_monthBatchRetrain,PredictedWinner_monthBatchRetrain,ActualSpread_monthBatchRetrain,PredictedSpread_monthBatchRetrain,SpreadError_monthBatchRetrain,Correct_monthBatchRetrain,HomePoints_monthBatchRetrain,AwayPoints_monthBatchRetrain,PredictedHomePoints_monthBatchRetrain,PredictedAwayPoints_monthBatchRetrain
2024-11-23,Orlando Magic,Detroit Pistons,Orlando Magic,Orlando Magic,11.0,9.0,2.0,True,111.0,100.0,107.2,98.3,2024-12-01,Houston Rockets,Oklahoma City Thunder,Houston Rockets,Houston Rockets,3.0,6.9,3.9000000000000004,True,119.0,116.0,108.4,101.6
2024-11-23,Utah Jazz,New York Knicks,Utah Jazz,Utah Jazz,15.0,3.9,11.1,True,121.0,106.0,110.1,106.2,2024-12-01,Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,Cleveland Cavaliers,4.0,2.8,1.2000000000000002,True,115.0,111.0,127.4,124.7
2024-11-24,Boston Celtics,Minnesota Timberwolves,Boston Celtics,Boston Celtics,2.0,8.5,6.5,True,107.0,105.0,110.0,101.5,2024-12-01,New York Knicks,New Orleans Pelicans,New York Knicks,New York Knicks,33.0,22.8,10.2,True,118.0,85.0,124.1,101.3
2024-11-24,Indiana Pacers,Washington Wizards,Indiana Pacers,Indiana Pacers,12.0,9.3,2.6999999999999993,True,115.0,103.0,120.6,111.3,2024-12-01,Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,Memphis Grizzlies,15.0,10.3,4.699999999999999,True,136.0,121.0,127.5,117.2
2024-11-24,Miami Heat,Dallas Mavericks,Miami Heat,Miami Heat,5.0,1.3,3.7,True,123.0,118.0,120.9,119.6,2024-12-01,Toronto Raptors,Miami Heat,Toronto Raptors,Toronto Raptors,3.0,4.9,1.9000000000000004,True,119.0,116.0,116.5,111.6
2024-11-24,Philadelphia 76ers,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,26.0,15.2,10.8,True,99.0,125.0,104.5,119.6,2024-12-01,Brooklyn Nets,Orlando Magic,Orlando Magic,Orlando Magic,8.0,16.7,8.7,True,92.0,100.0,99.8,116.6
2024-11-24,Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,Cleveland Cavaliers,14.0,12.5,1.5,True,122.0,108.0,121.4,109.0,2024-12-02,Chicago Bulls,Brooklyn Nets,Chicago Bulls,Brooklyn Nets,26.0,6.0,20.0,False,128.0,102.0,124.8,130.8
2024-11-24,Sacramento Kings,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,5.0,3.2,1.7999999999999998,True,103.0,108.0,109.6,112.8,2024-12-02,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,Minnesota Timberwolves,29.0,3.6,25.4,True,109.0,80.0,103.0,99.4
2024-11-25,Sacramento Kings,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,21.0,16.5,4.5,True,109.0,130.0,108.5,125.0,2024-12-02,Boston Celtics,Miami Heat,Boston Celtics,Boston Celtics,19.0,9.5,9.5,True,108.0,89.0,113.6,104.1
2024-11-25,Golden State Warriors,Brooklyn Nets,Brooklyn Nets,Golden State Warriors,8.0,1.1,6.9,False,120.0,128.0,118.4,117.3,2024-12-02,Atlanta Hawks,New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,12.0,11.0,1.0,True,124.0,112.0,118.9,107.9
2024-11-25,Denver Nuggets,New York Knicks,New York Knicks,New York Knicks,27.0,12.4,14.6,True,118.0,145.0,121.3,133.8,2024-12-03,Sacramento Kings,Houston Rockets,Sacramento Kings,Houston Rockets,9.0,4.3,4.7,False,120.0,111.0,106.6,110.9
2024-11-25,Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,Memphis Grizzlies,25.0,14.8,10.2,True,123.0,98.0,119.2,104.4,2024-12-03,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,Los Angeles Clippers,22.0,11.0,11.0,True,127.0,105.0,112.5,101.4
2024-11-25,Charlotte Hornets,Orlando Magic,Orlando Magic,Orlando Magic,11.0,4.9,6.1,True,84.0,95.0,95.3,100.2,2024-12-03,Denver Nuggets,Golden State Warriors,Denver Nuggets,Golden State Warriors,4.0,7.4,3.4000000000000004,False,119.0,115.0,112.9,120.3
2024-11-25,Atlanta Hawks,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,10.0,8.4,1.5999999999999996,True,119.0,129.0,121.7,130.1,2024-12-03,Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks,Dallas Mavericks,5.0,5.1,0.09999999999999964,True,121.0,116.0,125.7,120.6
2024-11-25,Indiana Pacers,New Orleans Pelicans,Indiana Pacers,Indiana Pacers,4.0,11.9,7.9,True,114.0,110.0,120.1,108.3,2024-12-03,Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,Oklahoma City Thunder,27.0,10.6,16.4,True,133.0,106.0,121.4,110.8
2024-11-25,Detroit Pistons,Toronto Raptors,Detroit Pistons,Detroit Pistons,2.0,0.8,1.2,True,102.0,100.0,106.3,105.4,2024-12-03,Phoenix Suns,San Antonio Spurs,Phoenix Suns,Phoenix Suns,11.0,4.2,6.8,True,104.0,93.0,121.1,116.9
2024-11-25,Boston Celtics,Los Angeles Clippers,Boston Celtics,Boston Celtics,32.0,15.8,16.2,True,126.0,94.0,119.5,103.7,2024-12-03,New York Knicks,Orlando Magic,New York Knicks,New York Knicks,15.0,5.3,9.7,True,121.0,106.0,110.1,104.8
2024-11-26,Phoenix Suns,Los Angeles Lakers,Phoenix Suns,Phoenix Suns,27.0,8.7,18.3,True,127.0,100.0,120.2,111.5,2024-12-03,Detroit Pistons,Milwaukee Bucks,Milwaukee Bucks,Milwaukee Bucks,21.0,8.0,13.0,True,107.0,128.0,107.4,115.4
2024-11-26,Utah Jazz,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,13.0,7.6,5.4,True,115.0,128.0,114.4,122.0,2024-12-03,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,Cleveland Cavaliers,31.0,17.1,13.899999999999999,True,118.0,87.0,128.9,111.8
2024-11-26,Minnesota Timberwolves,Houston Rockets,Houston Rockets,Houston Rockets,6.0,5.2,0.7999999999999998,True,111.0,117.0,110.0,115.1,2024-12-03,Charlotte Hornets,Philadelphia 76ers,Philadelphia 76ers,Charlotte Hornets,6.0,0.3,5.7,False,104.0,110.0,98.3,98.0
2024-11-26,Miami Heat,Milwaukee Bucks,Milwaukee Bucks,Miami Heat,3.0,5.2,2.2,False,103.0,106.0,107.7,102.5,2024-12-03,Toronto Raptors,Indiana Pacers,Toronto Raptors,Toronto Raptors,11.0,8.1,2.9000000000000004,True,122.0,111.0,123.7,115.6
2024-11-26,Washington Wizards,Chicago Bulls,Chicago Bulls,Chicago Bulls,19.0,13.1,5.9,True,108.0,127.0,112.1,125.3,2024-12-04,Milwaukee Bucks,Atlanta Hawks,Atlanta Hawks,Milwaukee Bucks,15.0,7.5,7.5,False,104.0,119.0,118.7,111.3
2024-11-27,Golden State Warriors,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,4.0,3.2,0.7999999999999998,True,101.0,105.0,104.0,107.2,2024-12-04,Boston Celtics,Detroit Pistons,Boston Celtics,Boston Celtics,10.0,13.5,3.5,True,130.0,120.0,121.2,107.7
2024-11-27,Utah Jazz,Denver Nuggets,Denver Nuggets,Denver Nuggets,19.0,13.2,5.800000000000001,True,103.0,122.0,103.9,117.1,2024-12-04,Brooklyn Nets,Indiana Pacers,Brooklyn Nets,Indiana Pacers,9.0,6.7,2.3,False,99.0,90.0,104.6,111.3
2024-11-27,Phoenix Suns,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,10.0,0.0,10.0,True,117.0,127.0,120.3,120.4,2024-12-04,Miami Heat,Los Angeles Lakers,Miami Heat,Miami Heat,41.0,13.5,27.5,True,134.0,93.0,118.1,104.5
2024-11-27,San Antonio Spurs,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,18.0,3.1,14.9,True,101.0,119.0,113.6,116.7,2024-12-04,Philadelphia 76ers,Orlando Magic,Orlando Magic,Orlando Magic,4.0,9.7,5.699999999999999,True,102.0,106.0,99.7,109.4
2024-11-27,New Orleans Pelicans,Toronto Raptors,Toronto Raptors,Toronto Raptors,26.0,12.7,13.3,True,93.0,119.0,100.5,113.1,2024-12-04,Los Angeles Clippers,Minnesota Timberwolves,Minnesota Timberwolves,Los Angeles Clippers,28.0,2.9,25.1,False,80.0,108.0,98.9,96.0
2024-11-27,Minnesota Timberwolves,Sacramento Kings,Sacramento Kings,Sacramento Kings,11.0,3.8,7.2,True,104.0,115.0,107.5,111.3,2024-12-05,Golden State Warriors,Houston Rockets,Golden State Warriors,Golden State Warriors,6.0,3.3,2.7,True,99.0,93.0,109.1,105.9
2024-11-27,Memphis Grizzlies,Detroit Pistons,Memphis Grizzlies,Memphis Grizzlies,20.0,10.2,9.8,True,131.0,111.0,120.9,110.7,2024-12-05,San Antonio Spurs,Chicago Bulls,Chicago Bulls,San Antonio Spurs,15.0,2.2,12.8,False,124.0,139.0,124.7,122.5
2024-11-27,Washington Wizards,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,25.0,21.2,3.8000000000000007,True,96.0,121.0,105.0,126.2,2024-12-05,Memphis Grizzlies,Sacramento Kings,Memphis Grizzlies,Memphis Grizzlies,5.0,11.3,6.300000000000001,True,115.0,110.0,121.8,110.5
2024-11-27,Philadelphia 76ers,Houston Rockets,Houston Rockets,Houston Rockets,7.0,11.7,4.699999999999999,True,115.0,122.0,108.4,120.1,2024-12-05,New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,Phoenix Suns,2.0,2.3,0.2999999999999998,False,126.0,124.0,106.5,108.7
2024-11-27,Orlando Magic,Chicago Bulls,Orlando Magic,Orlando Magic,14.0,8.8,5.199999999999999,True,133.0,119.0,127.0,118.2,2024-12-05,New York Knicks,Charlotte Hornets,New York Knicks,New York Knicks,24.0,17.9,6.100000000000001,True,125.0,101.0,129.3,111.5
2024-11-27,Indiana Pacers,Portland Trail Blazers,Indiana Pacers,Indiana Pacers,7.0,9.1,2.0999999999999996,True,121.0,114.0,118.7,109.6,2024-12-05,Cleveland Cavaliers,Denver Nuggets,Cleveland Cavaliers,Cleveland Cavaliers,12.0,8.6,3.4000000000000004,True,126.0,114.0,129.2,120.5
2024-11-27,Cleveland Cavaliers,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,11.0,0.8,10.2,True,124.0,135.0,119.3,120.1,2024-12-05,Toronto Raptors,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,37.0,4.6,32.4,True,92.0,129.0,109.6,114.2
2024-11-27,Charlotte Hornets,Miami Heat,Miami Heat,Miami Heat,4.0,3.0,1.0,True,94.0,98.0,100.9,104.0,2024-12-05,Washington Wizards,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,36.0,15.8,20.2,True,101.0,137.0,103.6,119.4
2024-11-27,Dallas Mavericks,New York Knicks,Dallas Mavericks,Dallas Mavericks,15.0,7.4,7.6,True,129.0,114.0,124.8,117.4,2024-12-06,Philadelphia 76ers,Orlando Magic,Philadelphia 76ers,Orlando Magic,8.0,4.9,3.0999999999999996,False,102.0,94.0,100.5,105.4
2024-11-29,Indiana Pacers,Detroit Pistons,Detroit Pistons,Detroit Pistons,24.0,11.9,12.1,True,106.0,130.0,109.7,121.6,2024-12-06,Atlanta Hawks,Los Angeles Lakers,Atlanta Hawks,Atlanta Hawks,2.0,2.9,0.8999999999999999,True,134.0,132.0,116.7,113.9
2024-11-29,Los Angeles Lakers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,8.0,14.8,6.800000000000001,True,93.0,101.0,100.3,115.0,2024-12-06,Boston Celtics,Milwaukee Bucks,Boston Celtics,Boston Celtics,6.0,14.0,8.0,True,111.0,105.0,120.6,106.6
2024-11-29,Miami Heat,Toronto Raptors,Miami Heat,Miami Heat,10.0,8.2,1.8000000000000007,True,121.0,111.0,113.8,105.7,2024-12-06,Chicago Bulls,Indiana Pacers,Indiana Pacers,Chicago Bulls,9.0,4.5,4.5,False,123.0,132.0,128.5,124.0
2024-11-29,Chicago Bulls,Boston Celtics,Boston Celtics,Boston Celtics,9.0,10.5,1.5,True,129.0,138.0,122.6,133.1,2024-12-06,San Antonio Spurs,Sacramento Kings,Sacramento Kings,Sacramento Kings,27.0,7.9,19.1,True,113.0,140.0,113.9,121.8
2024-11-29,Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,Sacramento Kings,9.0,2.8,6.2,False,115.0,106.0,110.7,113.5,2024-12-06,Golden State Warriors,Minnesota Timberwolves,Minnesota Timberwolves,Golden State Warriors,17.0,1.0,16.0,False,90.0,107.0,99.6,98.6
2024-11-29,Brooklyn Nets,Orlando Magic,Orlando Magic,Orlando Magic,23.0,11.5,11.5,True,100.0,123.0,98.9,110.4,2024-12-06,Portland Trail Blazers,Utah Jazz,Utah Jazz,Utah Jazz,42.0,3.1,38.9,True,99.0,141.0,108.9,112.0
2024-11-29,Charlotte Hornets,New York Knicks,New York Knicks,New York Knicks,1.0,2.4,1.4,True,98.0,99.0,102.7,105.2,2024-12-07,Washington Wizards,Denver Nuggets,Washington Wizards,Denver Nuggets,9.0,17.3,8.3,False,122.0,113.0,100.2,117.5
2024-11-29,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,Los Angeles Clippers,1.0,2.8,1.7999999999999998,False,93.0,92.0,98.0,100.8,2024-12-07,Miami Heat,Phoenix Suns,Miami Heat,Miami Heat,10.0,8.0,2.0,True,121.0,111.0,123.0,115.0
2024-11-29,Memphis Grizzlies,New Orleans Pelicans,Memphis Grizzlies,Memphis Grizzlies,11.0,18.3,7.300000000000001,True,120.0,109.0,123.9,105.6,2024-12-07,Boston Celtics,Memphis Grizzlies,Memphis Grizzlies,Boston Celtics,6.0,8.5,2.5,False,121.0,127.0,124.3,115.8
2024-11-29,Atlanta Hawks,Cleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers,16.0,3.9,12.1,False,117.0,101.0,115.9,119.9,2024-12-07,Toronto Raptors,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,7.0,2.7,4.3,True,118.0,125.0,118.5,121.2
2024-11-30,Charlotte Hornets,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,3.0,3.8,0.7999999999999998,True,104.0,107.0,104.7,108.5,2024-12-07,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,14.0,1.5,12.5,True,102.0,116.0,100.8,102.3
2024-11-30,Detroit Pistons,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,15.0,9.5,5.5,True,96.0,111.0,101.7,111.2,2024-12-07,New Orleans Pelicans,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,10.0,15.7,5.699999999999999,True,109.0,119.0,100.6,116.3
2024-11-30,Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,Milwaukee Bucks,10.0,14.1,4.1,True,124.0,114.0,124.9,110.8,2024-12-07,New York Knicks,Detroit Pistons,Detroit Pistons,New York Knicks,9.0,12.8,3.8000000000000007,False,111.0,120.0,129.2,116.4
2024-11-30,Phoenix Suns,Golden State Warriors,Phoenix Suns,Phoenix Suns,8.0,8.2,0.1999999999999993,True,113.0,105.0,111.4,103.1,2024-12-08,San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,San Antonio Spurs,5.0,10.3,5.300000000000001,True,121.0,116.0,123.0,112.7
2024-11-30,Utah Jazz,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,12.0,11.1,0.9000000000000004,True,94.0,106.0,103.4,114.5,2024-12-08,Sacramento Kings,Utah Jazz,Sacramento Kings,Sacramento Kings,44.0,8.3,35.7,True,141.0,97.0,122.7,114.4
2024-12-01,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,Denver Nuggets,4.0,2.8,1.2000000000000002,False,126.0,122.0,116.5,119.3,2024-12-08,Los Angeles Clippers,Houston Rockets,Houston Rockets,Los Angeles Clippers,11.0,3.3,7.7,False,106.0,117.0,109.7,106.3
2024-12-01,Sacramento Kings,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,2.0,3.3,1.2999999999999998,True,125.0,127.0,120.9,124.2,2024-12-08,Golden State Warriors,Minnesota Timberwolves,Golden State Warriors,Golden State Warriors,8.0,1.2,6.8,True,114.0,106.0,100.8,99.6
2024-12-01,Portland Trail Blazers,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,6.0,8.6,2.5999999999999996,True,131.0,137.0,120.6,129.2,2024-12-08,Washington Wizards,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,28.0,20.7,7.300000000000001,True,112.0,140.0,100.7,121.5
2024-12-01,Utah Jazz,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,1.0,4.3,3.3,True,104.0,105.0,105.1,109.4,2024-12-08,Los Angeles Lakers,Portland Trail Blazers,Los Angeles Lakers,Los Angeles Lakers,9.0,6.0,3.0,True,107.0,98.0,115.4,109.4
2024-12-01,Houston Rockets,Oklahoma City Thunder,Houston Rockets,Houston Rockets,3.0,1.6,1.4,True,119.0,116.0,113.6,112.0,2024-12-08,Orlando Magic,Phoenix Suns,Orlando Magic,Orlando Magic,5.0,7.8,2.8,True,115.0,110.0,121.7,113.9
2024-12-01,Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,Cleveland Cavaliers,4.0,2.7,1.2999999999999998,True,115.0,111.0,119.0,116.3,2024-12-08,Atlanta Hawks,Denver Nuggets,Denver Nuggets,Denver Nuggets,30.0,5.9,24.1,True,111.0,141.0,113.9,119.9
2024-12-01,New York Knicks,New Orleans Pelicans,New York Knicks,New York Knicks,33.0,23.0,10.0,True,118.0,85.0,121.3,98.4,2024-12-08,Indiana Pacers,Charlotte Hornets,Charlotte Hornets,Indiana Pacers,4.0,3.7,0.2999999999999998,False,109.0,113.0,119.0,115.3
2024-12-01,Memphis Grizzlies,Indiana Pacers,Memphis Grizzlies,Memphis Grizzlies,15.0,10.2,4.800000000000001,True,136.0,121.0,130.3,120.0,2024-12-08,Brooklyn Nets,Milwaukee Bucks,Milwaukee Bucks,Milwaukee Bucks,5.0,9.9,4.9,True,113.0,118.0,107.3,117.2
2024-12-01,Toronto Raptors,Miami Heat,Toronto Raptors,Toronto Raptors,3.0,1.8,1.2,True,119.0,116.0,116.2,114.4,2024-12-08,Chicago Bulls,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,8.0,6.5,1.5,True,100.0,108.0,115.2,121.8
2024-12-01,Brooklyn Nets,Orlando Magic,Orlando Magic,Orlando Magic,8.0,9.6,1.5999999999999996,True,92.0,100.0,97.9,107.5,2024-12-08,Miami Heat,Cleveland Cavaliers,Miami Heat,Miami Heat,9.0,4.1,4.9,True,122.0,113.0,122.9,118.8
2024-12-02,Chicago Bulls,Brooklyn Nets,Chicago Bulls,Chicago Bulls,26.0,7.6,18.4,True,128.0,102.0,122.4,114.7,2024-12-09,Toronto Raptors,New York Knicks,New York Knicks,Toronto Raptors,5.0,0.1,4.9,False,108.0,113.0,119.3,119.2
2024-12-02,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,Minnesota Timberwolves,29.0,8.1,20.9,True,109.0,80.0,100.6,92.5,2024-12-10,Milwaukee Bucks,Orlando Magic,Milwaukee Bucks,Orlando Magic,5.0,0.2,4.8,False,114.0,109.0,105.5,105.8
2024-12-02,Boston Celtics,Miami Heat,Boston Celtics,Boston Celtics,19.0,13.6,5.4,True,108.0,89.0,109.1,95.5,2024-12-10,Oklahoma City Thunder,Dallas Mavericks,Oklahoma City Thunder,Oklahoma City Thunder,14.0,0.9,13.1,True,118.0,104.0,124.6,123.8
2024-12-02,Atlanta Hawks,New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,12.0,9.5,2.5,True,124.0,112.0,121.9,112.4,2024-12-11,New York Knicks,Atlanta Hawks,Atlanta Hawks,New York Knicks,8.0,6.2,1.7999999999999998,False,100.0,108.0,124.6,118.4
2024-12-03,Sacramento Kings,Houston Rockets,Sacramento Kings,Sacramento Kings,9.0,3.1,5.9,True,120.0,111.0,115.8,112.7,2024-12-11,Houston Rockets,Golden State Warriors,Houston Rockets,Houston Rockets,1.0,6.3,5.3,True,91.0,90.0,108.4,102.2
2024-12-03,Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,Los Angeles Clippers,22.0,14.7,7.300000000000001,True,127.0,105.0,119.9,105.2,2024-12-12,New Orleans Pelicans,Sacramento Kings,Sacramento Kings,Sacramento Kings,2.0,8.3,6.300000000000001,True,109.0,111.0,105.0,113.3
2024-12-03,Denver Nuggets,Golden State Warriors,Denver Nuggets,Denver Nuggets,4.0,1.6,2.4,True,119.0,115.0,118.3,116.7,2024-12-12,Miami Heat,Toronto Raptors,Miami Heat,Miami Heat,10.0,11.2,1.1999999999999993,True,114.0,104.0,115.1,103.9
2024-12-03,Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks,Dallas Mavericks,5.0,1.2,3.8,True,121.0,116.0,120.6,119.3,2024-12-12,Boston Celtics,Detroit Pistons,Boston Celtics,Boston Celtics,24.0,13.9,10.1,True,123.0,99.0,122.5,108.7
2024-12-03,Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,Oklahoma City Thunder,27.0,15.7,11.3,True,133.0,106.0,127.2,111.5,2024-12-13,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,Cleveland Cavaliers,10.0,17.5,7.5,True,115.0,105.0,129.2,111.7
2024-12-03,Phoenix Suns,San Antonio Spurs,Phoenix Suns,Phoenix Suns,11.0,8.3,2.6999999999999993,True,104.0,93.0,107.2,98.9,2024-12-13,Philadelphia 76ers,Indiana Pacers,Indiana Pacers,Indiana Pacers,14.0,3.6,10.4,True,107.0,121.0,103.1,106.7
2024-12-03,New York Knicks,Orlando Magic,New York Knicks,New York Knicks,15.0,10.6,4.4,True,121.0,106.0,117.9,107.3,2024-12-13,Chicago Bulls,Charlotte Hornets,Chicago Bulls,Chicago Bulls,14.0,6.1,7.9,True,109.0,95.0,127.3,121.3
2024-12-03,Detroit Pistons,Milwaukee Bucks,Milwaukee Bucks,Milwaukee Bucks,21.0,12.8,8.2,True,107.0,128.0,111.7,124.6,2024-12-13,Memphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,Memphis Grizzlies,16.0,6.2,9.8,True,135.0,119.0,124.4,118.2
2024-12-03,Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers,Cleveland Cavaliers,31.0,20.5,10.5,True,118.0,87.0,122.0,101.5,2024-12-13,Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,Minnesota Timberwolves,10.0,6.5,3.5,True,97.0,87.0,103.8,97.3
2024-12-03,Charlotte Hornets,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,6.0,3.0,3.0,True,104.0,110.0,99.6,102.6,2024-12-13,Denver Nuggets,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,22.0,3.1,18.9,False,120.0,98.0,115.0,118.1
2024-12-03,Toronto Raptors,Indiana Pacers,Toronto Raptors,Toronto Raptors,11.0,8.0,3.0,True,122.0,111.0,124.2,116.3,2024-12-13,Utah Jazz,Phoenix Suns,Phoenix Suns,Phoenix Suns,8.0,6.6,1.4000000000000004,True,126.0,134.0,111.6,118.3
2024-12-04,Milwaukee Bucks,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,15.0,4.2,10.8,True,104.0,119.0,107.3,111.5,2024-12-13,Portland Trail Blazers,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,2.0,6.3,4.3,True,116.0,118.0,109.5,115.9
2024-12-04,Boston Celtics,Detroit Pistons,Boston Celtics,Boston Celtics,10.0,14.4,4.4,True,130.0,120.0,120.3,105.9,2024-12-14,Milwaukee Bucks,Atlanta Hawks,Milwaukee Bucks,Milwaukee Bucks,8.0,7.9,0.09999999999999964,True,110.0,102.0,113.6,105.7
2024-12-04,Brooklyn Nets,Indiana Pacers,Brooklyn Nets,Brooklyn Nets,9.0,2.7,6.3,True,99.0,90.0,103.3,100.7,2024-12-14,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Oklahoma City Thunder,15.0,3.1,11.9,True,111.0,96.0,114.3,111.2
